ds;y
15/09/2024;0.0
16/09/2024;0.0
17/09/2024;0.0
18/09/2024;84.0
19/09/2024;293.0
20/09/2024;6.0
21/09/2024;322.0
22/09/2024;0.0
23/09/2024;0.0
24/09/2024;111.0
25/09/2024;112.0
26/09/2024;38.0
27/09/2024;446.0
28/09/2024;138.0
29/09/2024;0.0
30/09/2024;51.0
01/10/2024;0.0
02/10/2024;121.0
03/10/2024;64.0
04/10/2024;156.0
05/10/2024;470.0
06/10/2024;0.0
07/10/2024;0.0
08/10/2024;70.0
09/10/2024;70.0
10/10/2024;85.0
11/10/2024;349.0
12/10/2024;182.0
13/10/2024;0.0
14/10/2024;0.0
15/10/2024;117.0
16/10/2024;129.0
17/10/2024;19.0
18/10/2024;334.0
19/10/2024;173.0
20/10/2024;0.0
21/10/2024;0.0
22/10/2024;136.0
23/10/2024;116.0
24/10/2024;117.0
25/10/2024;162.0
26/10/2024;465.0
27/10/2024;0.0
28/10/2024;0.0
29/10/2024;68.0
30/10/2024;183.0
31/10/2024;227.0
01/11/2024;0.0
02/11/2024;342.0
03/11/2024;0.0
04/11/2024;0.0
05/11/2024;45.0
06/11/2024;138.0
07/11/2024;55.0
08/11/2024;215.0
09/11/2024;382.0
10/11/2024;0.0
11/11/2024;0.0
12/11/2024;117.0
13/11/2024;150.0
14/11/2024;114.0
15/11/2024;413.0
16/11/2024;0.0
17/11/2024;0.0
18/11/2024;0.0
19/11/2024;72.0
20/11/2024;37.0
21/11/2024;89.0
22/11/2024;399.0
23/11/2024;181.0
24/11/2024;0.0
25/11/2024;6.0
26/11/2024;138.0
27/11/2024;71.0
28/11/2024;123.0
29/11/2024;408.0
30/11/2024;134.0
01/12/2024;0.0
02/12/2024;0.0
03/12/2024;56.0
04/12/2024;85.0
05/12/2024;121.0
06/12/2024;406.0
07/12/2024;241.0
08/12/2024;0.0
09/12/2024;0.0
10/12/2024;101.0
11/12/2024;198.0
12/12/2024;18.0
13/12/2024;518.0
14/12/2024;145.0
15/12/2024;0.0
16/12/2024;0.0
17/12/2024;264.0
18/12/2024;145.0
19/12/2024;116.0
20/12/2024;93.0
21/12/2024;394.0
22/12/2024;344.0
23/12/2024;0.0
24/12/2024;215.0
25/12/2024;1.0
26/12/2024;2.0
27/12/2024;0.0
28/12/2024;0.0
29/12/2024;0.0
30/12/2024;0.0
31/12/2024;0.0
01/01/2025;0.0
02/01/2025;0.0
03/01/2025;0.0
04/01/2025;0.0
05/01/2025;0.0
06/01/2025;0.0
07/01/2025;105.0
08/01/2025;222.0
09/01/2025;64.0
10/01/2025;195.0
11/01/2025;458.0
12/01/2025;0.0
13/01/2025;0.0
14/01/2025;234.0
15/01/2025;212.0
16/01/2025;210.0
17/01/2025;411.0
18/01/2025;41.0
19/01/2025;0.0
20/01/2025;0.0
21/01/2025;178.0
22/01/2025;178.0
23/01/2025;52.0
24/01/2025;118.0
25/01/2025;563.0
26/01/2025;0.0
27/01/2025;0.0
28/01/2025;69.0
29/01/2025;150.0
30/01/2025;116.0
31/01/2025;315.0
01/02/2025;0.0
02/02/2025;0.0
03/02/2025;0.0
04/02/2025;172.0
05/02/2025;146.0
06/02/2025;108.0
07/02/2025;152.0
08/02/2025;324.0
09/02/2025;0.0
10/02/2025;0.0
11/02/2025;119.0
12/02/2025;168.0
13/02/2025;63.0
14/02/2025;168.0
15/02/2025;443.0
16/02/2025;0.0
17/02/2025;0.0
18/02/2025;133.0
19/02/2025;111.0
20/02/2025;37.0
21/02/2025;135.0
22/02/2025;456.0
23/02/2025;0.0
24/02/2025;0.0
25/02/2025;181.0
26/02/2025;89.0
27/02/2025;67.0
28/02/2025;378.0
01/03/2025;138.0
02/03/2025;0.0
03/03/2025;0.0
04/03/2025;0.0
05/03/2025;0.0
06/03/2025;21.0
07/03/2025;347.0
08/03/2025;0.0
09/03/2025;0.0
10/03/2025;0.0
11/03/2025;182.0
12/03/2025;180.0
13/03/2025;68.0
14/03/2025;183.0
15/03/2025;619.0
16/03/2025;0.0
17/03/2025;6.0
18/03/2025;147.0
19/03/2025;340.0
20/03/2025;20.0
21/03/2025;136.0
22/03/2025;442.0
23/03/2025;0.0
24/03/2025;0.0
25/03/2025;194.0
26/03/2025;120.0
27/03/2025;31.0
28/03/2025;141.0
29/03/2025;405.0
30/03/2025;0.0
31/03/2025;0.0
01/04/2025;0.0
02/04/2025;350.0
03/04/2025;6.0
04/04/2025;145.0
05/04/2025;323.0
06/04/2025;0.0
07/04/2025;0.0
08/04/2025;176.0
09/04/2025;180.0
10/04/2025;63.0
11/04/2025;245.0
12/04/2025;403.0
13/04/2025;0.0
14/04/2025;0.0
15/04/2025;89.0
16/04/2025;111.0
17/04/2025;103.0
18/04/2025;428.0
19/04/2025;0.0
20/04/2025;0.0
21/04/2025;0.0
22/04/2025;0.0
23/04/2025;94.0
24/04/2025;59.0
25/04/2025;139.0
26/04/2025;335.0
27/04/2025;0.0
28/04/2025;0.0
29/04/2025;224.0
30/04/2025;43.0
01/05/2025;39.0
02/05/2025;0.0
03/05/2025;473.0
04/05/2025;0.0
05/05/2025;0.0
06/05/2025;159.0
07/05/2025;156.0
08/05/2025;42.0
09/05/2025;171.0
10/05/2025;568.0
11/05/2025;0.0
12/05/2025;0.0
13/05/2025;156.0
14/05/2025;179.0
15/05/2025;53.0
16/05/2025;249.0
17/05/2025;537.0
18/05/2025;18.0
19/05/2025;0.0
20/05/2025;158.0
21/05/2025;161.0
22/05/2025;155.0
23/05/2025;133.0
24/05/2025;386.0
25/05/2025;0.0
26/05/2025;0.0
27/05/2025;135.0
28/05/2025;190.0
29/05/2025;54.0
30/05/2025;131.0
31/05/2025;385.0
