ds;y
11/09/2024;262.0
12/09/2024;85.0
13/09/2024;293.0
14/09/2024;1068.0
15/09/2024;0.0
16/09/2024;0.0
17/09/2024;0.0
18/09/2024;174.0
19/09/2024;1151.0
20/09/2024;1.0
21/09/2024;580.0
22/09/2024;0.0
23/09/2024;0.0
24/09/2024;485.0
25/09/2024;1372.0
26/09/2024;297.0
27/09/2024;2135.0
28/09/2024;5301.0
29/09/2024;0.0
30/09/2024;2682.0
01/10/2024;0.0
02/10/2024;212.0
03/10/2024;34.0
04/10/2024;205.0
05/10/2024;1105.0
06/10/2024;0.0
07/10/2024;0.0
08/10/2024;178.0
09/10/2024;102.0
10/10/2024;141.0
11/10/2024;695.0
12/10/2024;412.0
13/10/2024;0.0
14/10/2024;0.0
15/10/2024;203.0
16/10/2024;172.0
17/10/2024;119.0
18/10/2024;893.0
19/10/2024;413.0
20/10/2024;0.0
21/10/2024;0.0
22/10/2024;239.0
23/10/2024;257.0
24/10/2024;110.0
25/10/2024;462.0
26/10/2024;922.0
27/10/2024;0.0
28/10/2024;0.0
29/10/2024;253.0
30/10/2024;621.0
31/10/2024;2102.0
01/11/2024;0.0
02/11/2024;246.0
03/11/2024;0.0
04/11/2024;0.0
05/11/2024;47.0
06/11/2024;115.0
07/11/2024;37.0
08/11/2024;387.0
09/11/2024;793.0
10/11/2024;0.0
11/11/2024;0.0
12/11/2024;110.0
13/11/2024;173.0
14/11/2024;295.0
15/11/2024;634.0
16/11/2024;0.0
17/11/2024;0.0
18/11/2024;8.0
19/11/2024;456.0
20/11/2024;54.0
21/11/2024;112.0
22/11/2024;1006.0
23/11/2024;560.0
24/11/2024;0.0
25/11/2024;38.0
26/11/2024;594.0
27/11/2024;158.0
28/11/2024;288.0
29/11/2024;1750.0
30/11/2024;1669.0
01/12/2024;0.0
02/12/2024;0.0
03/12/2024;36.0
04/12/2024;81.0
05/12/2024;54.0
06/12/2024;1243.0
07/12/2024;2466.0
08/12/2024;0.0
09/12/2024;0.0
10/12/2024;647.0
11/12/2024;1036.0
12/12/2024;46.0
13/12/2024;3065.0
14/12/2024;326.0
15/12/2024;0.0
16/12/2024;0.0
17/12/2024;229.0
18/12/2024;957.0
19/12/2024;234.0
20/12/2024;156.0
21/12/2024;848.0
22/12/2024;2541.0
23/12/2024;0.0
24/12/2024;13.0
25/12/2024;0.0
26/12/2024;36.0
27/12/2024;0.0
28/12/2024;0.0
29/12/2024;0.0
30/12/2024;0.0
31/12/2024;0.0
01/01/2025;0.0
02/01/2025;0.0
03/01/2025;0.0
04/01/2025;0.0
05/01/2025;0.0
06/01/2025;0.0
07/01/2025;41.0
08/01/2025;372.0
09/01/2025;756.0
10/01/2025;690.0
11/01/2025;1480.0
12/01/2025;0.0
13/01/2025;0.0
14/01/2025;207.0
15/01/2025;594.0
16/01/2025;275.0
17/01/2025;799.0
18/01/2025;0.0
19/01/2025;0.0
20/01/2025;0.0
21/01/2025;37.0
22/01/2025;8.0
23/01/2025;74.0
24/01/2025;125.0
25/01/2025;3359.0
26/01/2025;0.0
27/01/2025;0.0
28/01/2025;531.0
29/01/2025;313.0
30/01/2025;776.0
31/01/2025;102.0
01/02/2025;0.0
02/02/2025;0.0
03/02/2025;0.0
04/02/2025;2.0
05/02/2025;20.0
06/02/2025;88.0
07/02/2025;248.0
08/02/2025;2593.0
09/02/2025;0.0
10/02/2025;0.0
11/02/2025;575.0
12/02/2025;466.0
13/02/2025;119.0
14/02/2025;830.0
15/02/2025;2077.0
16/02/2025;0.0
17/02/2025;0.0
18/02/2025;654.0
19/02/2025;375.0
20/02/2025;57.0
21/02/2025;447.0
22/02/2025;1636.0
23/02/2025;0.0
24/02/2025;0.0
25/02/2025;251.0
26/02/2025;430.0
27/02/2025;431.0
28/02/2025;996.0
01/03/2025;170.0
02/03/2025;0.0
03/03/2025;0.0
04/03/2025;0.0
05/03/2025;0.0
06/03/2025;101.0
07/03/2025;3667.0
08/03/2025;0.0
09/03/2025;0.0
10/03/2025;0.0
11/03/2025;181.0
12/03/2025;1618.0
13/03/2025;129.0
14/03/2025;2665.0
15/03/2025;1448.0
16/03/2025;0.0
17/03/2025;4.0
18/03/2025;3166.0
19/03/2025;1331.0
20/03/2025;6.0
21/03/2025;343.0
22/03/2025;1599.0
23/03/2025;0.0
24/03/2025;0.0
25/03/2025;507.0
26/03/2025;282.0
27/03/2025;113.0
28/03/2025;516.0
29/03/2025;1289.0
30/03/2025;0.0
31/03/2025;0.0
01/04/2025;0.0
02/04/2025;910.0
03/04/2025;44.0
04/04/2025;528.0
05/04/2025;1253.0
06/04/2025;0.0
07/04/2025;0.0
08/04/2025;233.0
09/04/2025;303.0
10/04/2025;91.0
11/04/2025;387.0
12/04/2025;1614.0
13/04/2025;0.0
14/04/2025;0.0
15/04/2025;227.0
16/04/2025;858.0
17/04/2025;219.0
18/04/2025;2348.0
19/04/2025;0.0
20/04/2025;0.0
21/04/2025;0.0
22/04/2025;0.0
23/04/2025;157.0
24/04/2025;50.0
25/04/2025;1545.0
26/04/2025;4022.0
27/04/2025;0.0
28/04/2025;0.0
29/04/2025;1141.0
30/04/2025;892.0
01/05/2025;77.0
02/05/2025;0.0
03/05/2025;1858.0
04/05/2025;0.0
05/05/2025;0.0
06/05/2025;268.0
07/05/2025;212.0
08/05/2025;140.0
09/05/2025;321.0
10/05/2025;2705.0
11/05/2025;0.0
12/05/2025;0.0
13/05/2025;115.0
14/05/2025;167.0
15/05/2025;97.0
16/05/2025;258.0
17/05/2025;1557.0
18/05/2025;4.0
19/05/2025;0.0
20/05/2025;338.0
21/05/2025;182.0
22/05/2025;241.0
23/05/2025;172.0
24/05/2025;4022.0
25/05/2025;0.0
26/05/2025;0.0
27/05/2025;191.0
28/05/2025;237.0
29/05/2025;89.0
30/05/2025;201.0
31/05/2025;1469.0
